"Dictionary (Translation on Storefront side)","todos"
"Embedded (Translation on Admin side)","Embedded (Translation on Admin side)"
"Translation Strategy","Translation Strategy"
"Translations","Traduções"
"Translation files.","Arquivos de tradução."
